timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2021-12-30T00:00:00.000Z";"2021-12-30T23:59:59.999Z";"2021-12-30T20:09:26.000Z";"2021-12-30T09:02:10.000Z";1.0001992653;1.0019564561;0.9983004373;1.0010358585;54862404131.12;78426036720.6;"2021-12-30T23:59:59.999Z"
"2021-12-29T00:00:00.000Z";"2021-12-29T23:59:59.999Z";"2021-12-29T19:44:10.000Z";"2021-12-29T22:18:30.000Z";1.0012526972;1.0019810073;0.9980439587;1.0002936242;63544101067.15;78172502926.53;"2021-12-29T23:59:59.999Z"
"2021-12-28T00:00:00.000Z";"2021-12-28T23:59:59.999Z";"2021-12-28T20:16:22.000Z";"2021-12-28T16:30:24.000Z";0.9995705767;1.0019971574;0.9984925437;1.0011675569;74531099413.5;78239798810.67;"2021-12-28T23:59:59.999Z"
"2021-12-27T00:00:00.000Z";"2021-12-27T23:59:59.999Z";"2021-12-27T15:45:29.000Z";"2021-12-27T20:45:26.000Z";1.0003287274;1.0019965501;0.9980090838;0.9999436282;54788742593.79;77987159401.21;"2021-12-27T23:59:59.999Z"
"2021-12-26T00:00:00.000Z";"2021-12-26T23:59:59.999Z";"2021-12-26T11:29:12.000Z";"2021-12-26T05:11:11.000Z";0.9999896579;1.0019662901;0.9981362531;1.0004487274;50593058830.56;78020576206.35;"2021-12-26T23:59:59.999Z"
"2021-12-25T00:00:00.000Z";"2021-12-25T23:59:59.999Z";"2021-12-25T14:18:33.000Z";"2021-12-25T16:50:11.000Z";1.0010280955;1.001997708;0.9980261911;0.9999226579;48124514319.96;77585577449.75;"2021-12-25T23:59:59.999Z"
"2021-12-24T00:00:00.000Z";"2021-12-24T23:59:59.999Z";"2021-12-24T04:26:12.000Z";"2021-12-24T19:27:33.000Z";1.0002796076;1.0019982407;0.9981225104;1.0012019565;60467261267.59;77684840245.61;"2021-12-24T23:59:59.999Z"
"2021-12-23T00:00:00.000Z";"2021-12-23T23:59:59.999Z";"2021-12-23T01:10:11.000Z";"2021-12-23T23:41:11.000Z";1.0004702199;1.0019868448;0.9982135131;1.0003879902;69151777565.34;77376569364.11;"2021-12-23T23:59:59.999Z"
"2021-12-22T00:00:00.000Z";"2021-12-22T23:59:59.999Z";"2021-12-22T09:12:25.000Z";"2021-12-22T19:54:27.000Z";1.0005444353;1.0019881378;0.9980287851;1.0003317184;57931430463.09;76244880265.64;"2021-12-22T23:59:59.999Z"
"2021-12-21T00:00:00.000Z";"2021-12-21T23:59:59.999Z";"2021-12-21T15:34:16.000Z";"2021-12-21T21:20:11.000Z";0.9988795341;1.001957386;0.9980197322;1.0003965996;55687834681.7;76248825086.45;"2021-12-21T23:59:59.999Z"
